[14626,20489]
[24470,19185]
[25675,13098]
[7422,25322]
[24403,1128]
[7426,15572]
[3751,28620]
[13644,4483]
[25407,17115]
[24952,20603]
[12063,21745]
[13912,15740]
[15198,22890]
[27866,3923]
[23070,9664]
[14681,6783]
[10414,5175]
[24425,13253]
[23419,13697]
[13716,8246]
[10653,6806]
[10144,26470]
[8758,23521]
[15264,29558]
[27362,8646]
[3909,24989]
[9791,13673]
[14074,12351]
[1737,24956]
[21648,24745]
[6778,7552]
[18733,6644]
[20823,1893]
[13220,17035]
[26251,29147]
[27932,362]
[26904,8178]
[8497,24114]
[14744,15016]
[3995,16116]
[10645,26434]
[19494,6744]
[26554,4842]
[27917,29246]
[16836,17827]
[14212,3689]
[24604,27981]
[7321,12215]
[7418,7316]
[20951,13911]
[1729,18977]
[22148,3030]
[9979,28857]
[28230,6758]
[28850,2488]
[170,24518]
[6493,6934]
[25035,11913]
[17824,14371]
[24355,15738]
[8654,24149]
[303,21620]
[4604,9399]
[16768,22782]
[8029,23379]
[18578,5169]
[24657,10367]
[25536,26014]
[6709,4974]
[3287,11891]
[12241,12312]
[21482,15009]
[10391,14872]
[22456,25130]
[13066,15155]
[2860,11700]
[19177,7336]
[28592,10442]
[4641,16814]
[11239,27968]
[13474,8925]
[25701,9939]
[8332,17185]
[25736,24263]
[6863,24942]
[12754,16126]
[16682,15865]
[5147,14144]
[9087,16505]
[5642,27744]
[10411,22853]
[21236,15854]
[29328,12710]
[28598,15758]
[25594,28651]
[8241,26020]
[28305,2845]
[23729,24691]
[17859,29669]
[10663,19770]
[22530,5036]
[3513,18538]
[28342,10529]
[19163,1607]
[2608,17480]
[26710,21669]
[9201,13131]
[26652,276]
[13954,28133]
[4056,23008]
[14170,22865]
[21811,25971]
[13804,19948]
[14840,20817]
[12948,4825]
[17283,6792]
[2733,29777]
[10239,20194]
[18413,18586]
[15319,8173]
[4227,18343]
[6884,16543]
[15564,22264]
[29660,22721]
[26962,6767]
[1621,6884]
[846,5588]
[18111,17287]
[19898,7214]
[29756,28945]
[21522,26967]
[16574,9228]
[25230,7983]
[18917,5526]
[15678,10390]
[19748,8166]
[10677,21529]
[997,10147]
[26326,25408]
[20852,14676]
[5022,19960]
[5120,5686]
[14140,25075]
[23909,14295]
[17077,20619]
[21542,9066]
[17172,29022]
[15852,16240]
[4735,25080]
[9845,15552]
[17201,4193]
[9950,6058]
[9198,3118]
[24903,19122]
[17298,3623]
[17110,24411]
[18255,27898]
[17906,17965]
[22865,472]
[22510,7718]
[9825,15661]
[19207,14692]
[24157,10724]
[3218,29253]
[500,23087]
[4476,29073]
[10406,3853]
[16987,28182]
[5982,20515]
[27761,4927]
[25691,22175]
[23687,4520]
[2108,28071]
[24414,17360]
[26410,6883]
[27210,7360]
[19076,20087]
[29539,4321]
[28856,2608]
[24962,3096]
[8686,9365]
[21032,4530]
[16558,9012]
[21361,28271]
[17382,13182]
[18127,6702]
[27567,23450]
[13361,24390]
[14244,16760]
[8781,21585]
[14635,29191]
[28686,11711]
[181,3796]
[627,25895]
[11659,2684]
[28415,4160]
[2656,5389]
[26797,11813]
[27575,8062]
[27411,2941]
[7629,29201]
[1938,17738]
[6002,2482]
[402,22958]
[19421,12114]
[2360,20541]
[5599,12431]
[25719,11485]
[19651,12971]
[26199,689]
[28217,12029]
[4371,18368]
[19361,29259]
[27089,10401]
[7470,12157]
[29017,988]
[14314,17110]
[14854,22006]
[13167,28057]
[2396,21006]
[22645,27058]
[6337,13372]
[10509,9520]
[15715,11121]
[21180,28867]
[15632,4773]
[23355,125]
[16652,15964]
[26894,7173]
[8614,11636]
[2682,14702]
[4849,22130]
[12511,26875]
[16300,27417]
[26942,10196]
[8865,12860]
[18175,12105]
[16165,10340]
[23205,17855]
[6965,6052]
[26435,6978]
[8373,8111]
[8295,10873]
[16565,1233]
[22025,28108]
[19382,25145]
[18740,17885]
[20547,22230]
[20612,27125]
[10924,11584]
[19018,7295]
[9119,7424]
[11776,28682]
[25040,12082]
[6799,8983]
[15575,9508]
[26905,12874]
[24164,146]
[11463,651]
[18014,25785]
[10945,27025]
[8148,26338]
[860,13169]
[28725,7637]
[9569,14481]
[13892,185]
[3132,25642]
[15531,22408]
[1747,7798]
[17586,29362]
[15008,9962]
[10491,28194]
[27937,24491]
[16022,20335]
[15166,22521]
[17216,5270]
[1520,8080]
[26720,9262]
[16537,14383]
[16892,27274]
[10777,26155]
[20531,13199]
[27584,5093]
[14809,14266]
[12014,21102]
[6989,7531]
[7969,8133]
[5742,14438]
[25702,23859]
[3611,17412]
[4972,24602]
[29776,379]
[7702,3647]
[14380,21060]
[4520,22015]
[1490,13748]
[12671,21147]
[10598,7722]
[16008,791]
[5263,21297]
[16144,29]
[9109,22472]
[23783,9752]
[22486,8667]
[2701,17096]
[25933,29685]
[2075,20382]
[410,7206]
[20621,24548]
[14562,22874]
[19280,16921]
[7915,19882]
[13794,29445]
[4602,16511]
[12236,3128]
[20719,21621]
[2206,8614]
[2714,14022]
[12537,22188]
[17463,17865]
[19936,24822]
[16164,9043]
[13210,4556]
[3510,5263]
[18750,19752]
[20525,6738]
[5829,3338]
[21465,22559]
[22993,3225]
[21867,16265]
[26705,16662]
[13910,100]
[12569,27624]
[25163,29218]
[2703,14942]
[1068,20308]
[8986,17152]
[9086,12775]
[11500,21115]
[10442,5974]
[21355,9542]
[9704,26234]
[17199,10433]
[14600,1266]
[5864,2962]
[13107,18130]
[19324,20659]
[6341,15020]
[21649,23624]
[10481,24178]
[25856,8935]
[22180,28010]
[28822,22822]
[18931,4959]
[24711,25233]
[799,26845]
[16983,14201]
[21630,7536]
[150,27963]
[23778,29879]
[14836,28204]
[9257,24986]
[28429,25276]
[7978,11959]
[25639,15776]
[22237,4674]
[26471,7194]
[10555,1420]
[27332,23900]
[2279,19994]
[25374,5748]
[929,7364]
[16700,29752]
[29411,11708]
[5511,26185]
[1566,26181]
[2390,29249]
[3148,10346]
[137,4778]
[1791,14674]
[11448,21678]
[22287,22742]
[4265,28447]
[3576,25909]
[17572,28324]
[6916,8228]
[21037,21303]
[8717,21025]
[22394,1203]
[20759,3238]
[16248,21834]
[29251,17232]
[4529,18959]
[16362,19763]
[26755,15571]
[18015,4226]
[22156,3473]
[19525,3613]
[12865,10990]
[29361,20686]
[280,16347]
[15120,3213]
[9959,19267]
[29945,12581]
[13309,17075]
[9419,4574]
[21677,11081]
[12697,27805]
[26977,18654]
[16486,2329]
[23261,1869]
[10917,28950]
[13065,18595]
[6959,21214]
[5264,12031]
[23966,997]
[28409,8852]
[7242,29755]
[19998,21389]
[21569,24097]
[4781,435]
[14183,13160]
[25126,5152]
[9336,16200]
[14943,20787]
[20611,16821]
[25062,24306]
[7098,9844]
[1307,21189]
[2725,28900]
[21487,29945]
[22029,15470]
[28035,7276]
[25067,14060]
[1525,20930]
[1935,5712]
[12289,12754]
[20806,364]
[19863,19301]
[29882,28614]
[26390,25344]
[23811,21227]
[7509,12565]
[8400,14288]
[3824,8441]
[7789,1142]
[13388,25597]
[20808,895]
[23095,3168]
[10694,20773]
[21033,24254]
[3492,28929]
[1299,14000]
[5527,11651]
[16680,1682]
[7046,4084]
[26437,28631]
[1370,3558]
[17001,25158]
[15360,19247]
[19181,7771]
[20886,23938]
[22858,20391]
[25251,25418]
[13079,8911]
[29322,14529]
[28069,1205]
[25296,2813]
[8398,15019]
[27455,1052]
[9638,28773]
[735,21186]
[11920,19974]
[27420,1892]
[18769,24555]
[4123,11479]
[28084,16550]
[4142,18883]
[17658,26499]
[16439,18695]
[16739,15725]
[15064,3456]
[25663,23170]
[46,12843]
[10963,21801]
[466,1798]
[13197,5960]
[16489,9502]
[4519,4341]
[26314,16816]
[10403,2624]
[18377,3054]
[16415,22475]
[29127,1547]
[20319,21449]
[10189,9578]
[7584,9762]
[20528,18440]
[3709,8513]
[23559,12794]
[7047,28321]
[7779,22181]
[17191,17577]
[18344,5803]
[8823,7453]
[29978,11522]
[422,5781]
[28817,7270]
[26429,16201]
[28045,6268]
[5273,5880]
[7054,24980]
[20728,522]
[19955,18890]
[28807,1464]
[6966,1561]
[22215,5277]
[1617,28077]
[25867,26801]
[28777,4559]
[2262,591]
[13709,20855]
[13458,23532]
[20171,29875]
[4134,5354]
[762,24230]
[17804,17125]
[17642,19343]
[24140,14882]
[3423,1740]
[3634,4409]
[4372,18947]
[16879,16857]
[237,29597]
[6564,19590]
[10819,2699]
[10313,1074]
[27899,1852]
[14393,23627]
[5454,13767]
[19573,14854]
[1763,7398]
[5519,16863]
[4487,17709]
[17051,5739]
[8064,16338]
[25042,7509]
[11850,3173]
[484,24532]
[18786,7473]
[5862,17506]
[27334,2660]
[12780,24246]
[21332,5103]
[28818,9694]
[7704,17762]
[13371,7129]
[12824,15689]
[16577,22024]
[5460,14629]
[3730,23078]
[29878,815]
[23679,29206]
[24751,8768]
[9388,8332]
[9870,24303]
[24886,934]
[14866,12236]
[20784,19815]
[19242,15902]
[19031,15185]
[3273,11595]
[21131,23499]
[7788,24280]
[359,15457]
[21538,26468]
[9838,76]
[6780,24119]
[2574,27847]
[24877,26044]
[18067,10653]
[9030,14888]
[15439,12557]
[19611,10744]
[29442,6881]
[450,11657]
[19912,15091]
[23201,8231]
[24508,19472]
[19830,16311]
[5,20010]
[7032,368]
[26098,23315]
[4445,2721]
[13767,28142]
[2954,8490]
[20362,13170]
[2903,21069]
[11194,4159]
[4038,24340]
[15081,18325]
[2407,3177]
[22660,14803]
[2796,26425]
[16154,7576]
[25709,25499]
[10201,2534]
[7670,29512]
[311,18084]
[24687,14095]
[6928,11049]
[11916,21286]
[26643,5148]
[22789,29489]
[10423,28644]
[28555,1832]
[8263,26788]
[2767,24204]
[12223,10364]
[5311,14456]
[20188,2432]
[7473,13907]
[11464,7931]
[11104,1949]
[9660,19529]
[21080,14353]
[23547,16490]
[28395,5374]
[3222,11507]
[9240,5903]
[24085,6764]
[19486,2132]
[2099,3584]
[24272,26669]
[20266,22844]
[8438,27864]
[16672,304]
[26169,15429]
[23047,7226]
[25786,3844]
[28885,17174]
[9348,6793]
[9429,25540]
[24697,2387]
[23039,14741]
[26110,14014]
[3410,11480]
[27544,13096]
[1594,7625]
[20328,12154]
[22847,3541]
[18431,22879]
[3901,28301]
[22724,18159]
[16212,20237]
[13145,6285]
[29232,26705]
[4593,25247]
[28423,22785]
[12531,18423]
[9061,1932]
[9710,5951]
[26462,8163]
[16163,7465]
[22677,12988]
[17263,17004]
[16783,13240]
[15739,4661]
[27598,14363]
[19248,16030]
[19717,14915]
[4824,20518]
[7318,26]
[27228,15616]
[14637,14998]
[979,11531]
[27483,13339]
[27885,28599]
[27433,28376]
[18524,5778]
[21122,19480]
[1429,26084]
[16085,18074]
[7286,11323]
[22941,27722]
[18117,4806]
[7110,20259]
[18394,691]
[10324,28484]
[521,3092]
[25927,28]
[5564,26000]
[5177,18826]
[4535,16198]
[17211,26230]
[7221,15227]
[12286,6930]
[13054,13137]
[25361,16085]
[17056,28337]
[16720,21734]
[25996,5510]
[18804,15573]
[25483,6032]
[6008,27225]
[24710,11317]
[2308,26492]
[6692,5494]
[21287,26100]
[8350,23397]
[8120,5467]
[3986,16038]
[15337,13071]
[5553,15823]
[2800,10929]
[20327,1215]
[2389,18970]
[4412,29247]
[4932,11496]
[6116,2729]
[24021,7387]
[10184,23035]
[20050,25207]
[23245,2887]
[2982,12079]
[20413,23472]
[3467,23664]
[19881,27456]
[18380,15365]
[20553,25039]
[1440,21992]
[14770,27100]
[10900,14041]
[2966,9001]
[27921,27315]
[25278,7087]
[26440,17979]
[19304,12821]
[3674,25109]
[18842,4909]
[22298,19083]
[7497,16656]
[18221,9094]
[20254,15643]
[8947,13671]
[28087,2991]
[7003,4836]
[6065,1840]
[14151,21687]
[7138,8167]
[16176,26836]
[6975,10243]
[210,13902]
[21227,6096]
[18966,11280]
[27605,4852]
[23514,13560]
[14513,2539]
[1151,2403]
[10463,6304]
[22447,29856]
[16498,25542]
[15963,29056]
[16962,0]
[27390,26859]
[3346,15472]
[19997,16757]
[28511,3774]
[25941,578]
[24166,2429]
[14560,28451]
[12727,2181]
[23073,1563]
[8118,24105]
[11665,13639]
[27227,21291]
[5089,2520]
[26295,17086]
[27928,19565]
[14332,13742]
[11319,28374]
[2788,8539]
[9630,9701]
[11873,23463]
[4533,23140]
[25449,2796]
[15998,269]
[18848,5348]
[15431,21072]
[23107,21269]
[22895,23136]
[4145,15424]
[6326,1554]
[248,9427]
[9553,2645]
[17635,7631]
[13680,19942]
[22113,25253]
[5225,13333]
[27901,16306]
[1232,3111]
[10823,15322]
[12720,6033]
[4217,27509]
[16829,7695]
[26161,3724]
[27392,19492]
[28018,23696]
[3236,1468]
[24797,2257]
[21244,4127]
[19675,29923]
[7700,15120]
[648,26102]
[19306,29365]
[24516,26261]
[22592,10881]
[13008,26653]
[13418,8309]
[21201,15703]
[6559,17866]
[3190,19837]
[15103,803]
[1220,8965]
[28609,27070]
[15412,10877]
[25783,14515]
[29422,10949]
[14164,18220]
[11379,2650]
[5346,5485]
[21097,19857]
[14792,9050]
[2976,28042]
[28519,1123]
[10164,8408]
[6829,28934]
[18979,27177]
[4415,14992]
[20030,2553]
[12162,20780]
[11892,20098]
[18959,20987]
[15541,18744]
[1907,28180]
[5735,16530]
[21922,15840]
[13886,16864]
[20774,2956]
[15848,29173]
[25106,14615]
[3775,11717]
[1378,17789]
[22263,28127]
[5190,12853]
[2907,6495]
[22054,14202]
[17972,28954]
[8971,11264]
[23722,23302]
[8643,28146]
[16702,3883]
[10750,26158]
[798,25023]
[3983,28474]
[7634,22924]
[785,3912]
[7022,28604]
[6752,24253]
[5294,23061]
[4368,17708]
[4188,18791]
[9029,3029]
[19331,18119]
[25177,14397]
[27257,25626]
[11065,14625]
[407,28164]
[21020,19786]
[17764,16539]
[17354,22866]
[112,25662]
[8051,9273]
[9647,19715]
[11164,20620]
[6684,22623]
[8499,22113]
[24725,3222]
[4716,17657]
[8455,21408]
[14727,23364]
[24587,11262]
[24817,26368]
[4836,27001]
[14741,2555]
[26874,1569]
[22348,26146]
[16450,4951]
[27988,1251]
[17305,4996]
[24545,18090]
[25140,24550]
[19385,13664]
[17939,3285]
[7612,8509]
[14828,2246]
[16341,5594]
[19720,22369]
[980,29962]
[24025,22051]
[18354,25976]
[15492,7161]
[19166,12938]
[3030,16019]
[7380,13375]
[23085,6546]
[25506,12113]
[18616,15831]
[10688,12196]
[4403,29337]
[17992,1778]
[1376,25798]
[661,27302]
[21212,901]
[715,19955]
[20028,27584]
[11521,1150]
[19886,17346]
[14034,17625]
[4298,16988]
[10354,13162]
[1976,21919]
[2698,20609]
[5558,3437]
[18633,2904]
[29950,23281]
[9714,28460]
[12228,29681]
[8381,8655]
[19641,27859]
[312,13498]
[24792,29256]
[20077,2127]
[27674,27137]
[29026,3755]
[25501,5522]
[6051,25509]
[25132,16156]
[1481,6766]
[22605,615]
[22926,15792]
[17885,27547]
[13027,11357]
[17649,11486]
[20303,4608]
[11326,7133]
[6657,1721]
[5682,4897]
[24674,18476]
[15774,24755]
[22229,9957]
[4302,4400]
[8975,23239]
[8827,4282]
[8743,13676]
[28737,25284]
[4331,28755]
[14131,15937]
[5990,25397]
[26035,3918]
[1659,23026]
[16434,15209]
[3773,19685]
[8599,9772]
[20201,8124]
[17940,8941]
[460,17501]
[5928,25820]
[26956,6314]
[15832,19603]
[3807,6126]
[15020,21955]
[1878,29729]
[2022,6687]
[4567,20084]
[3744,20813]
[17800,18209]
[12221,9146]
[29663,2789]
[8484,6272]
[21623,16498]
[5071,11463]
[29154,21751]
[12186,29353]
[8466,8967]
[15074,24910]
[3631,5726]
[4743,20471]
[4514,11059]
[19792,23770]
[4800,14210]
[19057,26363]
[5056,29086]
[27791,27789]
[22366,27901]
[27422,3666]
[3579,26291]
[9613,2459]
[25350,28956]
[10979,8135]
[3891,9441]
[11680,26222]
[21189,3342]
[22627,22149]
[9695,2531]
[23381,27608]
[22354,20388]
[26814,15229]
[16476,7887]
[18317,22959]
[13334,12389]
[15399,5383]
[67,21229]
[21508,26570]
[6668,18104]
[27591,17774]
[6308,24943]
[15202,4017]
[2659,27215]
[9620,5820]
[7097,23872]
[29029,8587]
[14797,15221]
[26193,9132]
[2554,19506]
[16902,15846]
[2002,21456]
[197,13559]
[5313,7165]
[27943,17927]
[19937,4751]
[923,911]
[918,18064]
[7495,28489]
[6018,18107]
[4195,3060]
[24155,21718]
[7174,25234]
[16614,2896]
[24096,9349]
[6442,12602]
[18883,12367]
[20143,11167]
[24055,13047]
[18020,24562]
[27862,7562]
[25778,27985]
[26268,21223]
[22273,4858]
[7814,23660]
[12524,14082]
[3393,22117]
[27996,25492]
[17325,24457]
[710,6270]
[2711,7298]
[1377,16593]
[26006,18837]
[1381,4506]
[4760,26936]
[11262,11788]
[1097,18722]
[20415,6311]
[20435,21967]
[27489,12339]
[4159,2089]
[25981,16533]
[17020,11401]
[2552,21043]
[24337,17972]
[24862,26288]
[7072,28171]
[13839,23264]
[11963,25386]
[15843,17233]
[17653,18541]
[9924,22346]
[3619,27424]
[20997,23128]
[9903,24381]
[24970,23953]
[9420,690]
[15268,12007]
[14402,3499]
[7052,5959]
[1379,15403]
[4834,26169]
[16788,26828]
[7909,4813]
[1153,16006]
[12440,6818]
[7430,20981]
[18902,29557]
[29584,3720]
[10618,9863]
[9140,24299]
[25563,18778]
[11939,16167]
[5080,3515]
[14358,22097]
[8770,16777]
[3436,10800]
[9945,25359]
[25700,25307]
[8428,17278]
[19401,6393]
[5296,10447]
[19973,9432]
[22093,28437]
[15460,3549]
[8858,7010]
[8750,18522]
[6671,1047]
[22478,19996]
[26386,16249]
[1705,12831]
[808,24899]
[8130,1612]
[8726,27207]
[22079,11119]
[1811,2018]
[9853,27982]
[8199,19620]
[15893,17498]
[5879,18349]
[8354,14592]
[5797,18176]
[870,28050]
[12354,25622]
[2616,19437]
[5764,10705]
[11001,7185]
[29715,5030]
[20106,1728]
[20484,21315]
[18280,1873]
[12735,17359]
[21626,5497]
[27776,12817]
[18329,27606]
[15997,3757]
[18849,24166]
[11999,13602]
[9478,5226]
[17708,9231]
[27377,19443]
[2356,739]
[2011,20614]
[19634,22484]
[23174,26326]
[14558,25826]
[3432,1541]
[1023,28009]
[17915,18292]
[978,19441]
[27142,5809]
[7185,2989]
[23461,23523]
[29221,17588]
[10633,23467]
[20872,1400]
[2043,6808]
[17200,20113]
[19066,20904]
[3605,25118]
[2355,23114]
[11878,9340]
[3495,18828]
[26505,8962]
[18055,23879]
[4642,5247]
[20530,5460]
[18766,4667]
[6193,24487]
[22695,27947]
[14134,6960]
[4928,1274]
[21825,3179]
[20709,12997]
[8335,11567]
[22429,7407]
[28533,23833]
[5271,24470]
[28988,28046]
[1545,19919]
[25623,23940]
[6655,15150]
[4189,9013]
[4791,21126]
[26748,5387]
[11138,912]
[6243,26922]
[27547,23381]
[24418,3669]
[11230,27631]
[12852,9219]
[5145,18207]
[19977,5547]
[3532,11275]
[13456,8664]
[24781,10602]
[29491,8608]
[8093,11380]
[25559,17107]
[7366,1248]
[3082,26267]
[7346,26630]
[594,3768]
[20673,18410]
[29966,12866]
[7131,21948]
[17542,16418]
[20375,15722]
[7307,28964]
[26660,16241]
[11414,23746]
[1882,28662]
[20340,14715]
[17207,16912]
[20458,21053]
[16208,15288]
[21879,12541]
[26232,13033]
[17553,25940]
[5877,7526]
[9994,7949]
[13971,5570]
[13542,3772]
[9217,9144]
[14158,12872]
[6603,11042]
[382,4340]
[13865,7626]
[26245,20809]
[18738,5507]
[15976,1857]
[7150,10475]
[21744,22497]
[6867,28918]
[29642,16854]
[5504,14973]
[29751,628]
[2306,16328]
[27859,22056]
[9967,13422]
[20370,6798]
[12572,5777]
[9002,18028]
[27216,10610]
[13233,18965]
[24511,14069]
[4233,21097]
[21855,8845]
[13885,16017]
[19470,19475]
[9789,3963]
[25945,3385]
[9089,705]
[20745,29859]
[12642,15539]
[1513,18816]
[25360,5156]
[24056,14708]
[2889,9086]
[17031,19830]
[20932,5288]
[24375,28854]
[6680,6926]
[1002,22466]
[7171,19563]
[598,20548]
[24830,6201]
[15708,20522]
[18923,198]
[6497,27180]
[4297,18087]
[19522,1174]
[7554,19071]
[20582,21001]
[25705,10855]
[19201,8236]
[1829,26200]
[2121,2975]
[19665,20017]
[23294,17080]
[20711,24082]
[20708,22522]
[18118,19023]
[13208,6814]
[6066,25879]
[29358,28390]
[7472,10449]
[17741,17957]
[4992,22858]
[5802,29149]
[22349,29269]
[15806,6592]
[18462,19581]
[28854,9816]
[1797,3527]
[29939,12871]
[1333,10093]
[5478,29554]
[5828,15]
[15879,26092]
[6380,6257]
[2502,5165]
[1530,14087]
[13218,6543]
[1813,13893]
[25890,11939]
[26879,17532]
[15301,18337]
[4222,11954]
[1677,23343]
[27618,7681]
[11539,24285]
[11378,18865]
[7991,9368]
[21588,18627]
[16733,13437]
[20905,2122]
[27052,28201]
[15072,20914]
[21702,5733]
[16598,10691]
[20436,22645]
[24588,7149]
[14225,8181]
[16240,22913]
[22790,478]
[7962,7582]
[10429,19756]
[18393,15757]
[18345,21170]
[1941,23748]
[20865,4104]
[18763,1413]
[6854,26244]
[8673,5219]
[14640,19817]
[16071,7742]
[29006,17846]
[4872,12932]
[22931,22296]
[11537,16805]
[21768,28371]
[5878,10783]
[25660,28588]
[8323,17636]
[22817,13896]
[8469,25228]
[8287,8159]
[25393,6830]
[186,20633]
[14444,26725]
[15516,3164]
[12437,12189]
[20919,23577]
[15392,27158]
[11389,23530]
[1167,28434]
[19430,924]
[15826,18845]
[10352,11543]
[27527,24039]
[28959,9565]
[5149,4157]
[24108,13953]
[27762,22893]
[19561,2042]
[5411,26824]
[1608,12785]
[25884,24236]
[1667,29811]
[6694,3737]
[9852,14373]
[2645,13384]
[18753,1453]
[15505,28919]
[14118,6932]
[2376,15763]
[15593,19355]
[9937,1823]
[1733,10056]
[18605,17088]
[4704,10435]
[24491,15167]
[15123,9063]
[26325,6511]
[3292,13971]
[22626,27340]
[6400,24471]
[18892,22268]
[1344,7528]
[5237,19145]
[179,16437]
[24184,15456]
[20403,19339]
[3073,16170]
[26674,27135]
[21953,28917]
[26127,28813]
[10289,13363]
[22881,10146]
[17801,13723]
[21410,27732]
[6567,23844]
[1419,5196]
[20862,19571]
[18290,7091]
[27397,1523]
[11087,3482]
[11930,12095]
[3111,5138]
[23970,20496]
[16761,7277]
[15,10206]
[26116,23457]
[18582,4228]
[5883,28079]
[15212,24293]
[18884,18679]
[23957,19682]
[15396,22629]
[9285,25235]
[18774,23347]
[1795,15522]
[17531,26631]
[2112,1276]
[24732,19766]
[3755,3360]
[28950,27854]
[21248,5351]
[18930,28217]
[11755,16028]
[11700,3212]
[15189,19564]
[6625,29999]
[7079,18377]
[22539,18775]
[27451,26430]
[19036,26621]
[20610,6999]
[24683,24080]
[12244,2788]
[3584,22954]
[17406,2767]
[25214,24053]
[29139,13703]
[24565,103]
[3859,1802]
[25452,23386]
[12393,9907]
[29936,19846]
[24923,11312]
[14934,8985]
[24032,26759]
[21678,21388]
[10850,5705]
[28089,17226]
[23269,23721]
[7602,23891]
[3651,18101]
[17232,7733]
[11425,16710]
[18333,11324]
[8690,20772]
[731,28943]
[12743,16956]
[2872,1054]
[12450,12755]
[16798,11728]
[20092,385]
[8169,26959]
[17398,19829]
[14480,6974]
[16151,469]
[20374,22012]
[8927,25438]
[15603,2058]
[25828,19849]
[21717,16285]
[8038,25870]
[6598,4343]
[10704,28731]
[27798,28786]
[19756,4862]
[5785,26231]
[11600,6608]
[21584,21435]
[22430,28642]
[29441,5083]
[12736,12378]
[24183,12345]
[6926,6590]
[12922,29547]
[9286,10754]
[14564,28111]
[15658,20955]
[12990,5801]
[22183,5339]
[7407,24298]
[14419,4249]
[14268,4303]
[20272,24750]
[20607,18568]
[21580,488]
[11620,8808]
[1492,17765]
[12688,12382]
[9148,13]
[19027,9406]
[22327,7584]
[6098,4342]
[12515,28020]
[3895,20578]
[28441,25695]
[4190,21579]
[10333,18281]
[3580,18023]
[3675,8634]
[27174,3736]
[27571,20378]
[17488,4628]
[25219,28432]
[6085,2186]
[16281,16089]
[15707,20170]
[9092,27089]
[8384,22411]
[9816,14124]
[24875,12484]
[21243,17859]
[16795,28806]
[21573,8633]
[27845,14482]
[5842,29069]
[1438,8781]
[14313,23096]
[17964,15026]
[16171,1989]
[2840,18739]
[18845,10884]
[10501,15736]
[29458,3957]
[27395,21217]
[2848,9888]
[832,19643]
[15478,25991]
[5358,19057]
[7341,19755]
[13917,26979]
[29780,5948]
[15690,5552]
[19661,15753]
[19694,27923]
[19873,7832]
[12876,2986]
[1961,3659]
[13219,23296]
[13988,24765]
[15367,28156]
[21391,23262]
[22027,12505]
[14961,15513]
[24237,5409]
[6812,23141]
[11981,8089]
[7249,5955]
[29004,28818]
[11548,26024]
[3227,27701]
[26695,12766]
[29121,1351]
[14933,2192]
[18795,11176]
[8037,24887]
[19779,13915]
[15680,7428]
[12858,21036]
[23599,168]
[13080,24500]
[11713,23515]
[15824,26053]
[15475,16503]
[3129,23616]
[12829,10661]
[14815,19577]
[27739,6745]
[9567,1191]
[9321,17544]
[10929,6674]
[23905,27143]
[11864,19144]
[13939,27831]
[12583,22994]
[18471,6459]
[6188,26766]
[25699,22199]
[588,24761]
[28203,1377]
[25358,12973]
[24174,19971]
[28728,11314]
[3469,24636]
[6438,13511]
[5390,20936]
[17478,12251]
[3635,8757]
[5848,25676]
[27753,11392]
[24618,5225]
[25274,11699]
[13704,29693]
[13086,2335]
[16632,88]
[2683,28300]
[2362,3824]
[2590,2100]
[1759,25796]
[5412,622]
[9346,28393]
[11863,10376]
[26593,14759]
[2863,11265]
[1956,9530]
[9953,27536]
[3084,26559]
